studyid,lead_author,year,harmonized_disease_name,study_disease_name,notes
31,Vetrano,2020,NA,hypercholesterolemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,inflammatory arthropathies,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,inflammatory bowel diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,migraine and facial pain syndromes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,"﻿neurotic, stress-related and somatoform diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,obesity,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other cardiovascular diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other digestive diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,other eye diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other genitourinary diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other metabolic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other musculoskeletal and joint diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other neurological diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other psychiatric and behavioral diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other respiratory diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿other skin diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿peripheral neuropathy,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,peripheral vascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,prostate diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿sleep disorders,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,thyroid diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,﻿venous and lymphatic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
31,Vetrano,2020,NA,visual impairment,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Excluded from meta-analysis b/c no info provided on diseases distributions in each cluster."
32,Violan,2019,asthma,Asthma,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,cancer,Hematological neoplasms; ﻿solid neoplasms,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,chronic kidney disease,Chronic kidney diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,COPD,"COPD, Emphysema, Chronic Bronchitis","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,dementia incl. alzheimers,Dementia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,diabetes mellitus,Diabetes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,epilepsy,epilepsy,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,gout,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,heart failure,heart failure,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,HIV/AIDS,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,hypertension,Hypertension,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,ischemic heart disease,Ischemic heart disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,mood and anxiety disorders,Depression and mood diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,multiple sclerosis,Multiple Sclerosis,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,osteoarthritis,Osteoarthritis and other degenerative joint disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,osteoporosis,Osteoporosis,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,parkinsons,Parkinson and parkinsonism,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,rheumatoid arthritis,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,schizophrenia,﻿schizophrenia and delusional diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,stroke,cerebrovascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,Anemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,Atrial fibrillation,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,Autoimmune diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿blood and blood forming organ diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,Bradycardias and conduction diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,cardiac valve diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,cataract and other lens diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,chromosomal abnormalities,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,chronic infectious diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,chronic liver diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,"chronic pancreas, biliary tract and gallbladder diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,chronic ulcer of the skin,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,colitis and related diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,dorsopathies,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,dyslipidemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,"ear, nose, throat diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,"esophagus, stomach and duodenum diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,glaucoma,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,hearing impairment,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,hypercholesterolemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,inflammatory arthropathies,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,inflammatory bowel diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,migraine and facial pain syndromes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,"﻿neurotic, stress-related and somatoform diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,obesity,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other cardiovascular diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other digestive diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,other eye diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other genitourinary diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other metabolic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other musculoskeletal and joint diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other neurological diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other psychiatric and behavioral diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other respiratory diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿other skin diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿peripheral neuropathy,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,peripheral vascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,prostate diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿sleep disorders,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,thyroid diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,﻿venous and lymphatic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
32,Violan,2019,NA,visual impairment,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,asthma,Asthma,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,cancer,Hematological neoplasms; ﻿solid neoplasms,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,chronic kidney disease,Chronic kidney diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,COPD,"COPD, Emphysema, Chronic Bronchitis","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,dementia incl. alzheimers,Dementia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,diabetes mellitus,Diabetes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,epilepsy,epilepsy,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,gout,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,heart failure,heart failure,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,HIV/AIDS,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,hypertension,Hypertension,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,ischemic heart disease,Ischemic heart disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,mood and anxiety disorders,Depression and mood diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,multiple sclerosis,Multiple Sclerosis,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,osteoarthritis,Osteoarthritis and other degenerative joint disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,osteoporosis,Osteoporosis,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,parkinsons,Parkinson and parkinsonism,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,rheumatoid arthritis,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,schizophrenia,﻿schizophrenia and delusional diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,stroke,cerebrovascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,Anemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,Atrial fibrillation,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,Autoimmune diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿blood and blood forming organ diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,Bradycardias and conduction diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,cardiac valve diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,cataract and other lens diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,chromosomal abnormalities,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,chronic infectious diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,chronic liver diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,"chronic pancreas, biliary tract and gallbladder diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,chronic ulcer of the skin,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,colitis and related diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,dorsopathies,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,dyslipidemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,"ear, nose, throat diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,"﻿esophagus, stomach and duodenum diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,glaucoma,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,hearing impairment,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,hypercholesterolemia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,inflammatory arthropathies,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,inflammatory bowel diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,migraine and facial pain syndromes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,"﻿neurotic, stress-related and somatoform diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,obesity,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other cardiovascular diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other digestive diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,other eye diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other genitourinary diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other metabolic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other musculoskeletal and joint diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other neurological diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other psychiatric and behavioral diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other respiratory diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿other skin diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿peripheral neuropathy,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,peripheral vascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,prostate diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿sleep disorders,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,thyroid diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,﻿venous and lymphatic diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
33,Violan,2020,NA,visual impairment,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016"
34,Webster,2021,asthma,J45,3- and some 4-digit ICD-10 codes
34,Webster,2021,cancer,"C25, C34, C44, C67",3- and some 4-digit ICD-10 codes
34,Webster,2021,chronic kidney disease,"E112, N18",3- and some 4-digit ICD-10 codes
34,Webster,2021,COPD,"J440, J441",3- and some 4-digit ICD-10 codes
34,Webster,2021,dementia incl. alzheimers,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,diabetes mellitus,E11,3- and some 4-digit ICD-10 codes
34,Webster,2021,epilepsy,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,gout,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,heart failure,I50,3- and some 4-digit ICD-10 codes
34,Webster,2021,HIV/AIDS,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,hypertension,I10,3- and some 4-digit ICD-10 codes
34,Webster,2021,ischemic heart disease,I20,3- and some 4-digit ICD-10 codes
34,Webster,2021,mood and anxiety disorders,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,multiple sclerosis,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,osteoarthritis,M15,3- and some 4-digit ICD-10 codes
34,Webster,2021,osteoporosis,M81,3- and some 4-digit ICD-10 codes
34,Webster,2021,parkinsons,G20,3- and some 4-digit ICD-10 codes
34,Webster,2021,rheumatoid arthritis,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,schizophrenia,NA,3- and some 4-digit ICD-10 codes
34,Webster,2021,stroke,"I63, I64",3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,A045,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,A08,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,A41,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,B34,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,D12,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,D649,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,E16,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,E871,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,E875,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,G473,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,H250,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,H251,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,H258,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,H33,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I26,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I35,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I48,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I70,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I74,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I83,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I85,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,I95,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,J06,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,J18,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,J22,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,J47,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,J84,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K29,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K42,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K590,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K61,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K621,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K80,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K81,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,K900,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,L02,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,L03,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,L97,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M25,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M47,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M48,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M51,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M54,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M653,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M750,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M754,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,M796,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,N17,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,N390,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R042,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R060,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R073,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R104,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R11,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R194,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R296,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R634,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R69,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,R91,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,S72,3- and some 4-digit ICD-10 codes
34,Webster,2021,NA,S82,3- and some 4-digit ICD-10 codes
35,Tan,2020,asthma,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,cancer,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,chronic kidney disease,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,COPD,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,dementia incl. alzheimers,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,diabetes mellitus,Diabetes,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,epilepsy,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,gout,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,heart failure,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,HIV/AIDS,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,hypertension,Hypertension,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,ischemic heart disease,IHD,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,mood and anxiety disorders,Depression or anxiety,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,multiple sclerosis,NA,ICD-10 codes grouped into disease entities by an exploratory factor analysis
35,Tan,2020,osteoarthritis,Arthritis,ICD-10 codes grouped into disease entities by an exploratory factor analysis
