studyid,lead_author,year,category,method,subgroup_num,subgroup_name,subgroup_sex,subgroup_age_low,subgroup_age_high,cluster_name,asthma,cancer,CKD,COPD,dementia,DM,epilepsy,gout,HF,HIV,HTN,IHD,MAD,MS,OA,OP,PD,RA,SCZ,stroke,risk_of_bias_overall,age_bin,age_bin_2
34,Webster,2021,cluster-based,HCA,1,all,Both,40,NA,13,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,1,NA,NA,0,High Risk of Bias,40+,"Middle-aged
and older
(40+)"
34,Webster,2021,cluster-based,HCA,1,all,Both,40,NA,14,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,1,0,NA,NA,0,High Risk of Bias,40+,"Middle-aged
and older
(40+)"
34,Webster,2021,cluster-based,HCA,1,all,Both,40,NA,19,0,1,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,High Risk of Bias,40+,"Middle-aged
and older
(40+)"
34,Webster,2021,cluster-based,HCA,1,all,Both,40,NA,20,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,1,High Risk of Bias,40+,"Middle-aged
and older
(40+)"
34,Webster,2021,cluster-based,HCA,1,all,Both,40,NA,21,0,0,0,0,NA,0,NA,NA,0,NA,0,1,NA,NA,0,0,0,NA,NA,1,High Risk of Bias,40+,"Middle-aged
and older
(40+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,1,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,1,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,1,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
35,Tan,2020,factor-based,LCA,1,all,Both,0,NA,class8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,1,NA,NA,NA,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
37,Machon,2020,cluster-based,k-means,1,frail,Both,70,NA,FC1,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,frail,Both,70,NA,FC2,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,1,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,frail,Both,70,NA,FC3,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,frail,Both,70,NA,FC4,0,0,0,0,0,0,0,NA,0,NA,1,0,1,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,robust,Both,70,NA,RC1,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,robust,Both,70,NA,RC2,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
37,Machon,2020,cluster-based,k-means,1,robust,Both,70,NA,RC3,0,0,0,0,0,1,0,NA,0,NA,1,0,0,0,0,0,0,NA,0,0,Low Risk of Bias,60+,60+
38,Profili,2020,factor-based,EFA,1,all,Both,15,NA,1,NA,NA,1,0,0,1,0,NA,1,NA,1,1,NA,0,NA,NA,0,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
38,Profili,2020,factor-based,EFA,1,all,Both,15,NA,2,NA,NA,0,0,1,0,1,NA,0,NA,0,0,NA,0,NA,NA,1,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,2,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,3,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,4,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,5,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,15,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,16,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,18,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,21,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,37,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,42,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,44,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,47,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,0,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,51,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,55,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,66,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,69,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,70,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,71,0,0,1,0,0,1,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,72,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,74,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,80,0,1,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,85,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,106,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,117,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,118,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,119,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
39,Srinivasan,2018,cluster-based,Louvain,1,all,Both,0,NA,120,0,0,0,1,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,black,NA,0,0,1,1,0,NA,0,0,NA,0,0,0,NA,0,NA,0,NA,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,blue,NA,1,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,NA,0,NA,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,brown,NA,0,1,0,0,1,NA,0,1,NA,1,1,0,NA,0,NA,0,NA,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,green,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,1,NA,0,NA,0,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,red,NA,0,0,0,0,0,NA,0,0,NA,0,0,1,NA,0,NA,0,NA,1,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
41,Jiang,2018,cluster-based,network link HCA (dissimilarity topological overlap matrix (TOM),1,all,Both,0,NA,yellow,NA,0,0,0,0,1,NA,1,0,NA,1,1,0,NA,0,NA,1,NA,0,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,Cardiovascular,0,0,1,0,0,0,0,1,1,NA,1,1,0,NA,0,0,0,1,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,Cerebrovascular,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,NA,1,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,COPD,0,0,1,1,1,1,0,0,0,NA,0,1,0,NA,0,1,0,0,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,Diabetes,1,0,1,0,0,1,0,0,0,NA,1,0,0,NA,0,0,0,0,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,None,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,0,NA,1,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
42,Jensen,2014,cluster-based,Markov cluster algorithm,1,all,Both,0,NA,Prostate,0,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,130F,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,135F,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,160F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,220F,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,301F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,42F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,62F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,63F,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,74F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,93F,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,1,F,F,0,NA,97F,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,120M,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,142M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,155M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,162M,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,192M,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,221M,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,223M,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,233M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,238M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,23M,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,304M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,37M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,56M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,61M,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
43,Giannoula,2018,cluster-based,DTW,2,M,M,0,NA,63M,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,High Risk of Bias,all ages,"All ages
(0 - 100+)"
44,Wartelle,2021,cluster-based,HCA,1,all,Both,0,NA,2: General symptoms and mental disorders,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,1,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
44,Wartelle,2021,cluster-based,HCA,1,all,Both,0,NA,4: General symptoms of chronic conditions,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
44,Wartelle,2021,cluster-based,HCA,1,all,Both,0,NA,5: Mental disorders and at-risk behaviours,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,0,Low Risk of Bias,all ages,"All ages
(0 - 100+)"
45,Violan,2016,cluster-based,HCA,1,W 25-44,F,25,44,4,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,0,0,Low Risk of Bias,0-39,0-39
45,Violan,2016,cluster-based,HCA,2,M 25-44,M,25,44,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,0,0,Low Risk of Bias,0-39,0-39
46,Buja,2018,cluster-based,HCA,1,all,Both,65,NA,1,0,0,0,0,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,1,High Risk of Bias,60+,60+
46,Buja,2018,cluster-based,HCA,1,all,Both,65,NA,2,1,0,0,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,cluster-based,HCA,1,all,Both,65,NA,3,0,0,1,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,cluster-based,HCA,1,all,Both,65,NA,4,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,cluster-based,HCA,1,all,Both,65,NA,5,0,1,0,0,0,1,NA,NA,1,NA,1,1,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,factor-based,LCA,2,all,Both,65,NA,1,0,0,0,0,0,1,NA,NA,1,NA,1,1,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,factor-based,LCA,2,all,Both,65,NA,2,0,0,0,0,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,1,High Risk of Bias,60+,60+
46,Buja,2018,factor-based,LCA,2,all,Both,65,NA,3,0,1,0,0,0,0,NA,NA,1,NA,1,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,factor-based,LCA,2,all,Both,65,NA,4,1,0,0,1,0,0,NA,NA,1,NA,0,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
46,Buja,2018,factor-based,LCA,2,all,Both,65,NA,5,0,1,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,60+,60+
47,Collerton,2016,cluster-based,HCA,1,all,Both,85,NA,cluster_a,1,1,1,0,NA,1,NA,NA,1,NA,1,0,NA,NA,0,0,NA,NA,NA,1,Low Risk of Bias,80+,60+
47,Collerton,2016,cluster-based,HCA,1,all,Both,85,NA,cluster_b,0,0,0,0,NA,1,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,1,Low Risk of Bias,80+,60+
47,Collerton,2016,cluster-based,HCA,1,all,Both,85,NA,cluster_c,0,0,0,0,NA,0,NA,NA,0,NA,0,1,NA,NA,0,1,NA,NA,NA,0,Low Risk of Bias,80+,60+
47,Collerton,2016,cluster-based,HCA,1,all,Both,85,NA,cluster_d,1,0,0,1,NA,0,NA,NA,0,NA,0,0,NA,NA,1,0,NA,NA,NA,0,Low Risk of Bias,80+,60+
47,Collerton,2016,cluster-based,HCA,1,all,Both,85,NA,cluster_e,0,0,0,1,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,Low Risk of Bias,80+,60+
48,Diaz,2015,factor-based,EFA,1a,Norwegian M 15-44,M,15,44,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,0-39,0-39
48,Diaz,2015,factor-based,EFA,1a,Norwegian M 15-44,M,15,44,2,1,0,NA,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,0-39,0-39
48,Diaz,2015,factor-based,EFA,1b,Norwegian M 45-64,M,45,64,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1b,Norwegian M 45-64,M,45,64,2,0,0,NA,0,0,0,NA,0,0,NA,0,1,0,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1b,Norwegian M 45-64,M,45,64,3,0,0,NA,0,0,1,NA,0,0,NA,1,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1b,Norwegian M 45-64,M,45,64,4,1,0,NA,1,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1c,Norwegian M 65+,M,65,NA,1,0,0,NA,0,1,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1c,Norwegian M 65+,M,65,NA,2,0,0,NA,0,0,0,NA,1,1,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1c,Norwegian M 65+,M,65,NA,3,0,0,NA,0,0,1,NA,0,0,NA,1,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1c,Norwegian M 65+,M,65,NA,4,1,0,NA,1,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1c,Norwegian M 65+,M,65,NA,5,0,1,NA,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1d,Norwegian F 15-44,F,15,44,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,0-39,0-39
48,Diaz,2015,factor-based,EFA,1d,Norwegian F 15-44,F,15,44,2,0,0,NA,0,0,0,NA,0,0,NA,1,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,0-39,0-39
48,Diaz,2015,factor-based,EFA,1e,Norwegian F 45-64,F,45,64,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1e,Norwegian F 45-64,F,45,64,2,0,0,NA,0,0,1,NA,0,0,NA,1,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1e,Norwegian F 45-64,F,45,64,3,1,0,NA,1,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,40-59,40-59
48,Diaz,2015,factor-based,EFA,1f,Norwegian F 65+,F,65,NA,1,0,0,NA,0,1,0,NA,0,0,NA,0,0,1,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1f,Norwegian F 65+,F,65,NA,2,0,0,NA,0,0,1,NA,0,1,NA,0,1,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
48,Diaz,2015,factor-based,EFA,1f,Norwegian F 65+,F,65,NA,3,0,0,NA,0,0,0,NA,0,0,NA,1,0,0,NA,NA,0,NA,NA,0,NA,Some Concerns,60+,60+
